,county,office,rep_votes,dem_votes,dem_pct,rep_pct,vote_margin,county_fips,year
204,Beaver,U.S. House,25669.0,39024.0,60.32182770933486,39.678172290665145,20.643655418669717,42007,2006
205,Beaver,U.S. Senate,24450.0,39998.0,62.06243793445879,37.937562065541215,24.124875868917577,42007,2006
206,Bedford,Governor,10270.0,6372.0,38.288667227496695,61.711332772503305,-23.42266554500661,42009,2006
207,Bedford,State House,11270.0,4689.0,29.38154019675418,70.61845980324581,-41.23691960649163,42009,2006
208,Bedford,State Senate,10515.0,5973.0,36.22634643377001,63.77365356622998,-27.54730713245997,42009,2006
209,Bedford,U.S. House,10562.0,6038.0,36.373493975903614,63.626506024096386,-27.253012048192772,42009,2006
210,Bedford,U.S. Senate,9703.0,6895.0,41.54114953608868,58.45885046391132,-16.917700927822636,42009,2006
211,Berks,Governor,50096.0,66837.0,57.15837274336586,42.84162725663414,14.316745486731719,42011,2006
212,Berks,State House,51609.0,61510.0,54.376364713266554,45.62363528673344,8.752729426533115,42011,2006
213,Berks,State Senate,21867.0,16237.0,42.61232416544195,57.38767583455805,-14.775351669116105,42011,2006
214,Berks,U.S. House,55038.0,60065.0,52.183696341537576,47.816303658462424,4.367392683075153,42011,2006
215,Berks,U.S. Senate,52806.0,63915.0,54.75878376641735,45.24121623358265,9.517567532834704,42011,2006
216,Blair,Governor,23295.0,15435.0,39.85282726568551,60.14717273431448,-20.29434546862897,42013,2006
217,Blair,State House,33094.0,398.0,1.1883434850113461,98.81165651498866,-97.62331302997731,42013,2006
218,Blair,State Senate,23647.0,14487.0,37.98972045943253,62.01027954056747,-24.020559081134934,42013,2006
219,Blair,U.S. House,23881.0,15024.0,38.61714432592212,61.38285567407789,-22.76571134815577,42013,2006
220,Blair,U.S. Senate,21504.0,17179.0,44.40968901067652,55.59031098932348,-11.180621978646954,42013,2006
221,Bradford,Governor,10670.0,8485.0,44.296528321587054,55.70347167841295,-11.406943356825899,42015,2006
222,Bradford,State House,9996.0,3838.0,27.743241289576403,72.2567587104236,-44.513517420847194,42015,2006
223,Bradford,U.S. House,10057.0,8814.0,46.706586826347305,53.293413173652695,-6.58682634730539,42015,2006
224,Bradford,U.S. Senate,10804.0,8277.0,43.37822965253393,56.62177034746606,-13.243540694932129,42015,2006
225,Bucks,Governor,69798.0,163739.0,70.11265880781204,29.88734119218796,40.22531761562408,42017,2006
226,Bucks,State House,117630.0,110842.0,48.51447879827725,51.48552120172275,-2.9710424034454945,42017,2006
227,Bucks,State Senate,122640.0,107955.0,46.81584596370259,53.18415403629741,-6.3683080725948145,42017,2006
228,Bucks,U.S. House,116669.0,115645.0,49.77960863314308,50.22039136685693,-0.4407827337138528,42017,2006
229,Bucks,U.S. Senate,96441.0,136063.0,58.52071362213124,41.47928637786877,17.041427244262472,42017,2006
230,Butler,Governor,38613.0,24936.0,39.2390124156163,60.760987584383706,-21.521975168767405,42019,2006
231,Butler,State House,45910.0,8671.0,15.886480643447353,84.11351935655264,-68.22703871310529,42019,2006
232,Butler,State Senate,24139.0,576.0,2.330568480679749,97.66943151932026,-95.33886303864051,42019,2006
233,Butler,U.S. House,37061.0,24857.0,40.14503052424174,59.85496947575826,-19.70993895151652,42019,2006
234,Butler,U.S. Senate,34253.0,27818.0,44.816419906236405,55.183580093763595,-10.36716018752719,42019,2006
235,Cambria,Governor,20506.0,31856.0,60.83801229899546,39.16198770100455,21.67602459799091,42021,2006
236,Cambria,State House,13029.0,39186.0,75.04740017236426,24.952599827635737,50.094800344728526,42021,2006
237,Cambria,U.S. House,16987.0,35527.0,67.6524355409986,32.34756445900141,35.304871081997184,42021,2006
238,Cambria,U.S. Senate,18928.0,33196.0,63.68659350778911,36.31340649221088,27.37318701557823,42021,2006
239,Cameron,Governor,989.0,793.0,44.50056116722783,55.499438832772164,-10.998877665544335,42023,2006
240,Cameron,U.S. House,1065.0,690.0,39.31623931623932,60.68376068376068,-21.367521367521363,42023,2006
241,Cameron,U.S. Senate,914.0,848.0,48.12712826333711,51.87287173666289,-3.745743473325774,42023,2006
242,Carbon,Governor,6917.0,10633.0,60.58689458689459,39.41310541310541,21.173789173789174,42025,2006
243,Carbon,State House,5880.0,11648.0,66.45367412140575,33.54632587859425,32.9073482428115,42025,2006
244,Carbon,U.S. House,5137.0,12215.0,70.39534347625634,29.60465652374366,40.79068695251269,42025,2006
245,Carbon,U.S. Senate,7439.0,9997.0,57.335398027070426,42.664601972929574,14.670796054140851,42025,2006
246,Centre,Governor,20051.0,23415.0,53.86969125293333,46.13030874706667,7.739382505866658,42027,2006
247,Centre,State House,21177.0,17126.0,44.71190246194815,55.28809753805185,-10.576195076103701,42027,2006
248,Centre,State Senate,20134.0,19373.0,49.036879540334624,50.963120459665376,-1.926240919330752,42027,2006
249,Centre,U.S. House,23269.0,19524.0,45.62428434557054,54.375715654429456,-8.751431308858919,42027,2006
250,Centre,U.S. Senate,18639.0,24582.0,56.87513014506836,43.12486985493163,13.75026029013673,42027,2006
251,Chester,Governor,60437.0,112960.0,65.14530239854207,34.85469760145792,30.29060479708415,42029,2006
252,Chester,State House,101896.0,55578.0,35.293445267155214,64.7065547328448,-29.41310946568958,42029,2006
253,Chester,State Senate,22497.0,17322.0,43.50184585248248,56.49815414751752,-12.996308295035035,42029,2006
254,Chester,U.S. House,90042.0,81365.0,47.468889835304275,52.531110164695725,-5.062220329391451,42029,2006
255,Chester,U.S. Senate,77948.0,95293.0,55.006032059385475,44.993967940614525,10.012064118770951,42029,2006
256,Clarion,Governor,7505.0,5451.0,42.073170731707314,57.92682926829268,-15.853658536585364,42031,2006
257,Clarion,State House,9692.0,2930.0,23.213436856282684,76.78656314371733,-53.57312628743465,42031,2006
258,Clarion,U.S. House,8196.0,4596.0,35.92870544090056,64.07129455909943,-28.14258911819887,42031,2006
259,Clarion,U.S. Senate,6801.0,6081.0,47.205402887750346,52.794597112249654,-5.589194224499309,42031,2006
260,Clearfield,Governor,12830.0,12938.0,50.20956224774915,49.79043775225085,0.4191244954982949,42033,2006
261,Clearfield,State House,9779.0,16065.0,62.1614301191766,37.8385698808234,24.3228602383532,42033,2006
